participantId,month,category,amount
869,2022-04,wage,4662
870,2022-04,expense,1815
870,2022-04,wage,3085
871,2022-04,expense,1494
871,2022-04,wage,4662
873,2022-04,expense,1493
873,2022-04,wage,3918
874,2022-04,expense,2442
874,2022-04,wage,3510
877,2022-04,expense,1751
877,2022-04,wage,3773
878,2022-04,expense,1631
878,2022-04,wage,3675
879,2022-04,expense,1650
879,2022-04,wage,3694
880,2022-04,expense,1421
880,2022-04,wage,3733
881,2022-04,expense,1850
881,2022-04,wage,3351
882,2022-04,expense,1667
882,2022-04,wage,4595
888,2022-04,expense,1580
888,2022-04,wage,4595
889,2022-04,expense,1369
889,2022-04,wage,3807
890,2022-04,expense,2354
890,2022-04,wage,4109
891,2022-04,expense,1700
891,2022-04,wage,4358
893,2022-04,expense,1745
893,2022-04,wage,3905
894,2022-04,expense,1771
894,2022-04,wage,3418
895,2022-04,expense,1609
895,2022-04,wage,3340
898,2022-04,expense,1686
898,2022-04,wage,3754
899,2022-04,expense,1979
899,2022-04,wage,3659
903,2022-04,expense,1335
903,2022-04,wage,3727
904,2022-04,expense,1335
904,2022-04,wage,3723
905,2022-04,expense,1630
905,2022-04,wage,3277
906,2022-04,expense,1922
906,2022-04,wage,2328
908,2022-04,expense,1748
908,2022-04,wage,3266
910,2022-04,expense,1569
910,2022-04,wage,3202
912,2022-04,expense,2018
912,2022-04,wage,3466
913,2022-04,expense,1224
913,2022-04,wage,3714
914,2022-04,expense,1454
914,2022-04,wage,4485
915,2022-04,expense,2149
915,2022-04,wage,2649
916,2022-04,expense,1880
916,2022-04,wage,3194
917,2022-04,expense,1722
917,2022-04,wage,3194
918,2022-04,expense,1838
918,2022-04,wage,3931
921,2022-04,expense,1833
921,2022-04,wage,3049
922,2022-04,expense,1387
922,2022-04,wage,3694
926,2022-04,expense,559
926,2022-04,wage,2165
927,2022-04,expense,564
927,2022-04,wage,3650
928,2022-04,expense,1255
928,2022-04,wage,3155
929,2022-04,expense,1499
929,2022-04,wage,1698
930,2022-04,expense,561
930,2022-04,wage,2144
931,2022-04,expense,1496
931,2022-04,wage,1835
932,2022-04,expense,1249
932,2022-04,wage,1945
933,2022-04,expense,1170
933,2022-04,wage,2133
934,2022-04,expense,1351
934,2022-04,wage,3958
935,2022-04,expense,1492
935,2022-04,wage,1920
936,2022-04,expense,987
936,2022-04,wage,3759
937,2022-04,expense,1110
937,2022-04,wage,3588
938,2022-04,expense,1663
938,2022-04,wage,1760
939,2022-04,expense,1490
939,2022-04,wage,1760
940,2022-04,expense,1477
940,2022-04,wage,2663
941,2022-04,expense,1423
941,2022-04,wage,2966
942,2022-04,expense,1645
942,2022-04,wage,1900
943,2022-04,expense,1168
943,2022-04,wage,3108
944,2022-04,expense,1515
944,2022-04,wage,2780
945,2022-04,expense,1639
945,2022-04,wage,2712
946,2022-04,expense,809
946,2022-04,wage,2130
947,2022-04,expense,1163
947,2022-04,wage,2130
948,2022-04,expense,1830
948,2022-04,wage,2556
949,2022-04,expense,1134
949,2022-04,wage,1935
950,2022-04,expense,950
950,2022-04,wage,3569
951,2022-04,expense,1745
951,2022-04,wage,2079
952,2022-04,expense,1003
952,2022-04,wage,2127
953,2022-04,expense,1728
953,2022-04,wage,2204
954,2022-04,expense,1499
954,2022-04,wage,3018
955,2022-04,expense,1105
955,2022-04,wage,3885
956,2022-04,expense,870
956,2022-04,wage,3723
957,2022-04,expense,1252
957,2022-04,wage,1911
958,2022-04,expense,985
958,2022-04,wage,3586
959,2022-04,expense,1180
959,2022-04,wage,1993
960,2022-04,expense,1445
960,2022-04,wage,1676
961,2022-04,expense,576
961,2022-04,wage,3654
962,2022-04,expense,1289
962,2022-04,wage,1680
963,2022-04,expense,555
963,2022-04,wage,2125
964,2022-04,expense,1120
964,2022-04,wage,1942
965,2022-04,expense,567
965,2022-04,wage,2104
966,2022-04,expense,557
966,2022-04,wage,1680
967,2022-04,expense,1710
967,2022-04,wage,1680
968,2022-04,expense,1597
968,2022-04,wage,1698
969,2022-04,expense,924
969,2022-04,wage,3514
970,2022-04,expense,1151
970,2022-04,wage,2080
971,2022-04,expense,1057
971,2022-04,wage,2080
972,2022-04,expense,1225
972,2022-04,wage,1849
973,2022-04,expense,1371
973,2022-04,wage,3497
974,2022-04,expense,1301
974,2022-04,wage,2781
975,2022-04,expense,1382
975,2022-04,wage,2075
976,2022-04,expense,1135
976,2022-04,wage,3460
977,2022-04,expense,1107
977,2022-04,wage,2770
978,2022-04,expense,1218
978,2022-04,wage,1834
979,2022-04,expense,1174
979,2022-04,wage,1829
980,2022-04,expense,1350
980,2022-04,wage,1845
981,2022-04,expense,1244
981,2022-04,wage,1750
982,2022-04,expense,1297
982,2022-04,wage,3402
983,2022-04,expense,968
983,2022-04,wage,3760
984,2022-04,expense,1449
984,2022-04,wage,1680
985,2022-04,expense,1046
985,2022-04,wage,2082
986,2022-04,expense,1510
986,2022-04,wage,3293
987,2022-04,expense,939
987,2022-04,wage,3325
988,2022-04,expense,1230
988,2022-04,wage,2079
989,2022-04,expense,1225
989,2022-04,wage,1709
990,2022-04,expense,1531
990,2022-04,wage,1680
991,2022-04,expense,1474
991,2022-04,wage,1600
992,2022-04,expense,1201
992,2022-04,wage,3279
993,2022-04,expense,1568
993,2022-04,wage,1995
994,2022-04,expense,1592
994,2022-04,wage,1698
995,2022-04,expense,1380
995,2022-04,wage,1698
996,2022-04,expense,1335
996,2022-04,wage,1680
997,2022-04,expense,1157
997,2022-04,wage,3708
998,2022-04,expense,1546
998,2022-04,wage,2711
999,2022-04,expense,1259
999,2022-04,wage,3243
1000,2022-04,expense,1715
1000,2022-04,wage,2121
1001,2022-04,expense,776
1001,2022-04,wage,3417
1002,2022-04,expense,1028
1002,2022-04,wage,2060
1003,2022-04,expense,1470
1003,2022-04,wage,1680
1004,2022-04,expense,977
1004,2022-04,wage,2054
1005,2022-04,expense,1079
1005,2022-04,wage,2546
1006,2022-04,expense,1389
1006,2022-04,wage,1680
1007,2022-04,expense,1496
1007,2022-04,wage,1680
1008,2022-04,expense,1171
1008,2022-04,wage,3450
1009,2022-04,expense,1579
1009,2022-04,wage,1698
1010,2022-04,expense,1164
1010,2022-04,wage,2027
0,2022-05,expense,1241
0,2022-05,wage,9048
1,2022-05,expense,1210
1,2022-05,wage,7951
2,2022-05,expense,1184
2,2022-05,wage,6968
3,2022-05,expense,1663
3,2022-05,wage,6735
4,2022-05,expense,1864
4,2022-05,wage,8732
5,2022-05,expense,1379
5,2022-05,wage,1760
6,2022-05,expense,1590
6,2022-05,wage,1708
7,2022-05,expense,2120
7,2022-05,wage,5912
8,2022-05,expense,2152
8,2022-05,wage,3508
9,2022-05,expense,1264
9,2022-05,wage,12613
10,2022-05,expense,1115
10,2022-05,wage,6503
11,2022-05,expense,1093
11,2022-05,wage,6581
12,2022-05,expense,1452
12,2022-05,wage,6280
13,2022-05,expense,2464
13,2022-05,wage,5672
14,2022-05,expense,2085
14,2022-05,wage,7020
15,2022-05,expense,1365
15,2022-05,wage,5917
16,2022-05,expense,1262
16,2022-05,wage,9627
17,2022-05,expense,1265
17,2022-05,wage,17600
18,2022-05,expense,1656
18,2022-05,wage,17600
19,2022-05,expense,1338
19,2022-05,wage,8979
20,2022-05,expense,1417
20,2022-05,wage,5844
21,2022-05,expense,1471
21,2022-05,wage,2410
22,2022-05,expense,2000
22,2022-05,wage,3315
23,2022-05,expense,1655
23,2022-05,wage,5099
24,2022-05,expense,1193
24,2022-05,wage,7986
25,2022-05,expense,1349
25,2022-05,wage,5720
26,2022-05,expense,1398
26,2022-05,wage,5370
27,2022-05,expense,1163
27,2022-05,wage,6129
28,2022-05,expense,1273
28,2022-05,wage,13566
29,2022-05,expense,1134
29,2022-05,wage,4474
30,2022-05,expense,1786
30,2022-05,wage,2032
31,2022-05,expense,1520
31,2022-05,wage,14772
32,2022-05,expense,1225
32,2022-05,wage,5966
33,2022-05,expense,1111
33,2022-05,wage,12030
34,2022-05,expense,1809
34,2022-05,wage,3859
35,2022-05,expense,1608
35,2022-05,wage,1924
36,2022-05,expense,1363
36,2022-05,wage,14605
37,2022-05,expense,1576
37,2022-05,wage,5961
38,2022-05,expense,1522
38,2022-05,wage,4952
39,2022-05,expense,1537
39,2022-05,wage,3810
40,2022-05,expense,1417
40,2022-05,wage,2173
41,2022-05,expense,1582
41,2022-05,wage,1926
42,2022-05,expense,1210
42,2022-05,wage,5759
43,2022-05,expense,1184
43,2022-05,wage,11696
45,2022-05,expense,1352
45,2022-05,wage,14347
46,2022-05,expense,1201
46,2022-05,wage,5705
47,2022-05,expense,1351
47,2022-05,wage,5272
48,2022-05,expense,1594
48,2022-05,wage,5115
49,2022-05,expense,1164
49,2022-05,wage,14276
50,2022-05,expense,1588
50,2022-05,wage,5291
51,2022-05,expense,1325
51,2022-05,wage,13220
52,2022-05,expense,1948
52,2022-05,wage,2629
53,2022-05,expense,1274
53,2022-05,wage,4263
54,2022-05,expense,2304
54,2022-05,wage,8211
55,2022-05,expense,1494
55,2022-05,wage,1947
56,2022-05,expense,2002
56,2022-05,wage,3422
57,2022-05,expense,1238
57,2022-05,wage,11313
58,2022-05,expense,1122
58,2022-05,wage,14045
59,2022-05,expense,1241
59,2022-05,wage,11405
60,2022-05,expense,1457
60,2022-05,wage,4927
61,2022-05,expense,1502
61,2022-05,wage,4949
62,2022-05,expense,1204
62,2022-05,wage,7646
63,2022-05,expense,1462
63,2022-05,wage,4882
64,2022-05,expense,1538
64,2022-05,wage,4683
65,2022-05,expense,1417
65,2022-05,wage,4608
66,2022-05,expense,2166
66,2022-05,wage,6495
67,2022-05,expense,1298
67,2022-05,wage,4591
68,2022-05,expense,1367
68,2022-05,wage,4469
69,2022-05,expense,1982
69,2022-05,wage,4259
70,2022-05,expense,1759
70,2022-05,wage,2574
71,2022-05,expense,1839
71,2022-05,wage,2565
72,2022-05,expense,1189
72,2022-05,wage,10759
73,2022-05,expense,1463
73,2022-05,wage,7096
74,2022-05,expense,1657
74,2022-05,wage,1778
75,2022-05,expense,1935
75,2022-05,wage,2821
76,2022-05,expense,1365
76,2022-05,wage,4446
77,2022-05,expense,1458
77,2022-05,wage,4414
78,2022-05,expense,1160
78,2022-05,wage,13191
79,2022-05,expense,1056
79,2022-05,wage,5760
80,2022-05,expense,1359
80,2022-05,wage,4374
81,2022-05,expense,2075
81,2022-05,wage,5568
82,2022-05,expense,2186
82,2022-05,wage,6088
83,2022-05,expense,895
83,2022-05,wage,5913
84,2022-05,expense,1593
84,2022-05,wage,4262
85,2022-05,expense,2016
85,2022-05,wage,4221
86,2022-05,expense,1374
86,2022-05,wage,4140
87,2022-05,expense,1749
87,2022-05,wage,2225
88,2022-05,expense,1413
88,2022-05,wage,1778
89,2022-05,expense,1174
89,2022-05,wage,5528
90,2022-05,expense,1406
90,2022-05,wage,5433
91,2022-05,expense,1414
91,2022-05,wage,1778
92,2022-05,expense,1520
92,2022-05,wage,4070
93,2022-05,expense,1569
93,2022-05,wage,3907
94,2022-05,expense,1392
94,2022-05,wage,7025
95,2022-05,expense,1530
95,2022-05,wage,3721
96,2022-05,expense,1462
96,2022-05,wage,3896
97,2022-05,expense,1952
97,2022-05,wage,5555
98,2022-05,expense,1437
98,2022-05,wage,3845
99,2022-05,expense,1462
99,2022-05,wage,6565
100,2022-05,expense,1346
100,2022-05,wage,3611
101,2022-05,expense,879
101,2022-05,wage,5391
102,2022-05,expense,1371
102,2022-05,wage,10606
103,2022-05,expense,1030
103,2022-05,wage,10148
104,2022-05,expense,1493
104,2022-05,wage,2105
105,2022-05,expense,1824
105,2022-05,wage,2903
106,2022-05,expense,1637
106,2022-05,wage,5255
107,2022-05,expense,1274
107,2022-05,wage,3804
108,2022-05,expense,1290
108,2022-05,wage,5364
109,2022-05,expense,1487
109,2022-05,wage,5362
110,2022-05,expense,1386
110,2022-05,wage,5246
111,2022-05,expense,1462
111,2022-05,wage,1760
112,2022-05,expense,1411
112,2022-05,wage,10526
113,2022-05,expense,1954
113,2022-05,wage,5869
114,2022-05,expense,1231
114,2022-05,wage,9245
115,2022-05,expense,1312
115,2022-05,wage,3801
116,2022-05,expense,1261
116,2022-05,wage,12829
117,2022-05,expense,1908
117,2022-05,wage,5678
118,2022-05,expense,1504
118,2022-05,wage,10044
119,2022-05,expense,1626
119,2022-05,wage,8990
120,2022-05,expense,1744
120,2022-05,wage,3077
121,2022-05,expense,1482
121,2022-05,wage,3759
122,2022-05,expense,1485
122,2022-05,wage,5262
123,2022-05,expense,1423
123,2022-05,wage,5198
124,2022-05,expense,1369
124,2022-05,wage,12622
125,2022-05,expense,1329
125,2022-05,wage,11387
126,2022-05,expense,1519
126,2022-05,wage,1937
128,2022-05,expense,1717
128,2022-05,wage,4370
129,2022-05,expense,1837
129,2022-05,wage,3663
130,2022-05,expense,1685
130,2022-05,wage,3646
131,2022-05,expense,1943
131,2022-05,wage,2959
132,2022-05,expense,1476
132,2022-05,wage,8463
133,2022-05,expense,1356
133,2022-05,wage,3621
134,2022-05,expense,986
134,2022-05,wage,5171
135,2022-05,expense,1674
135,2022-05,wage,3409
136,2022-05,expense,1488
136,2022-05,wage,8243
137,2022-05,expense,1310
137,2022-05,wage,2067
138,2022-05,expense,1754
138,2022-05,wage,3564
139,2022-05,expense,2145
139,2022-05,wage,4038
140,2022-05,expense,1503
140,2022-05,wage,9897
141,2022-05,expense,1637
141,2022-05,wage,3218
143,2022-05,expense,1387
143,2022-05,wage,4878
144,2022-05,expense,1521
144,2022-05,wage,3509
145,2022-05,expense,1559
145,2022-05,wage,2184
146,2022-05,expense,1613
146,2022-05,wage,3379
147,2022-05,expense,1415
147,2022-05,wage,3434
148,2022-05,expense,1166
148,2022-05,wage,9757
149,2022-05,expense,1628
149,2022-05,wage,1823
150,2022-05,expense,1269
150,2022-05,wage,9066
151,2022-05,expense,1303
151,2022-05,wage,3648
152,2022-05,expense,1490
152,2022-05,wage,3399
153,2022-05,expense,2090
153,2022-05,wage,2800
155,2022-05,expense,1522
155,2022-05,wage,11333
156,2022-05,expense,1828
156,2022-05,wage,3316
157,2022-05,expense,1061
157,2022-05,wage,11183
158,2022-05,expense,1402
158,2022-05,wage,7382
159,2022-05,expense,1143
159,2022-05,wage,5098
160,2022-05,expense,1327
160,2022-05,wage,8783
162,2022-05,expense,1588
162,2022-05,wage,2489
163,2022-05,expense,1578
163,2022-05,wage,5099
164,2022-05,expense,2276
164,2022-05,wage,4454
165,2022-05,expense,1858
165,2022-05,wage,6007
166,2022-05,expense,1527
166,2022-05,wage,3294
167,2022-05,expense,2093
167,2022-05,wage,3270
168,2022-05,expense,932
168,2022-05,wage,6356
169,2022-05,expense,1070
169,2022-05,wage,3244
170,2022-05,expense,1098
170,2022-05,wage,8632
171,2022-05,expense,824
171,2022-05,wage,3517
172,2022-05,expense,1159
172,2022-05,wage,6043
173,2022-05,expense,1234
173,2022-05,wage,5794
174,2022-05,expense,1479
174,2022-05,wage,1701
175,2022-05,expense,1028
175,2022-05,wage,3185
176,2022-05,expense,1548
176,2022-05,wage,3325
177,2022-05,expense,1079
177,2022-05,wage,3151
178,2022-05,expense,654
178,2022-05,wage,3849
179,2022-05,expense,1509
179,2022-05,wage,2134
180,2022-05,expense,817
180,2022-05,wage,3117
181,2022-05,expense,1281
181,2022-05,wage,1776
182,2022-05,expense,1158
182,2022-05,wage,2000
183,2022-05,expense,687
183,2022-05,wage,10776
184,2022-05,expense,1222
184,2022-05,wage,2208
185,2022-05,expense,673
185,2022-05,wage,5062
186,2022-05,expense,821
186,2022-05,wage,4317
187,2022-05,expense,679
187,2022-05,wage,3168
188,2022-05,expense,699
188,2022-05,wage,6446
189,2022-05,expense,576
189,2022-05,wage,10031
190,2022-05,expense,1443
190,2022-05,wage,6434
191,2022-05,expense,834
191,2022-05,wage,3128
192,2022-05,expense,584
192,2022-05,wage,4989
193,2022-05,expense,599
193,2022-05,wage,5757
194,2022-05,expense,552
194,2022-05,wage,8627
195,2022-05,expense,625
195,2022-05,wage,10129
196,2022-05,expense,1042
196,2022-05,wage,2546
197,2022-05,expense,1526
197,2022-05,wage,2445
198,2022-05,expense,627
198,2022-05,wage,8347
199,2022-05,expense,1235
199,2022-05,wage,3013
200,2022-05,expense,634
200,2022-05,wage,9952
201,2022-05,expense,654
201,2022-05,wage,4872
202,2022-05,expense,1417
202,2022-05,wage,2650
203,2022-05,expense,1414
203,2022-05,wage,2252
204,2022-05,expense,682
204,2022-05,wage,3101
205,2022-05,expense,854
205,2022-05,wage,4868
206,2022-05,expense,1354
206,2022-05,wage,3040
207,2022-05,expense,568
207,2022-05,wage,4459
208,2022-05,expense,1201
208,2022-05,wage,2988
209,2022-05,expense,568
209,2022-05,wage,4802
210,2022-05,expense,1404
210,2022-05,wage,1778
211,2022-05,expense,584
211,2022-05,wage,8710
212,2022-05,expense,1352
212,2022-05,wage,1821
213,2022-05,expense,592
213,2022-05,wage,3417
214,2022-05,expense,629
214,2022-05,wage,4677
215,2022-05,expense,589
215,2022-05,wage,8112
216,2022-05,expense,592
216,2022-05,wage,4707
217,2022-05,expense,1265
217,2022-05,wage,1921
218,2022-05,expense,1552
218,2022-05,wage,1760
219,2022-05,expense,684
219,2022-05,wage,2265
220,2022-05,expense,1571
220,2022-05,wage,5121
221,2022-05,expense,1213
221,2022-05,wage,2980
222,2022-05,expense,1223
222,2022-05,wage,2975
223,2022-05,expense,1268
223,2022-05,wage,2952
224,2022-05,expense,559
224,2022-05,wage,3197
225,2022-05,expense,525
225,2022-05,wage,4681
226,2022-05,expense,1281
226,2022-05,wage,4902
227,2022-05,expense,1091
227,2022-05,wage,3002
228,2022-05,expense,727
228,2022-05,wage,8013
229,2022-05,expense,676
229,2022-05,wage,5203
230,2022-05,expense,769
230,2022-05,wage,7915
231,2022-05,expense,1453
231,2022-05,wage,1777
232,2022-05,expense,1131
232,2022-05,wage,1760
233,2022-05,expense,678
233,2022-05,wage,9738
234,2022-05,expense,1113
234,2022-05,wage,5785
235,2022-05,expense,708
235,2022-05,wage,4022
236,2022-05,expense,708
236,2022-05,wage,3009
237,2022-05,expense,724
237,2022-05,wage,9649
238,2022-05,expense,701
238,2022-05,wage,2856
239,2022-05,expense,1484
239,2022-05,wage,1761
240,2022-05,expense,1193
240,2022-05,wage,5842
241,2022-05,expense,677
241,2022-05,wage,4626
242,2022-05,expense,1568
242,2022-05,wage,9585
243,2022-05,expense,1294
243,2022-05,wage,1760
244,2022-05,expense,1330
244,2022-05,wage,2592
245,2022-05,expense,800
245,2022-05,wage,5689
246,2022-05,expense,1545
246,2022-05,wage,1760
247,2022-05,expense,1569
247,2022-05,wage,1778
248,2022-05,expense,674
248,2022-05,wage,7835
249,2022-05,expense,993
249,2022-05,wage,3464
250,2022-05,expense,1139
250,2022-05,wage,2943
251,2022-05,expense,896
251,2022-05,wage,2898
252,2022-05,expense,1458
252,2022-05,wage,4553
253,2022-05,expense,1297
253,2022-05,wage,9427
254,2022-05,expense,1456
254,2022-05,wage,7364
255,2022-05,expense,1732
255,2022-05,wage,1849
257,2022-05,expense,1622
257,2022-05,wage,4448
258,2022-05,expense,1921
258,2022-05,wage,2471
259,2022-05,expense,1011
259,2022-05,wage,4586
260,2022-05,expense,1424
260,2022-05,wage,8401
261,2022-05,expense,1534
261,2022-05,wage,4361
263,2022-05,expense,1226
263,2022-05,wage,4578
264,2022-05,expense,1188
264,2022-05,wage,4578
265,2022-05,expense,1149
265,2022-05,wage,7679
266,2022-05,expense,1986
266,2022-05,wage,5053
268,2022-05,expense,1183
268,2022-05,wage,4614
269,2022-05,expense,1412
269,2022-05,wage,4348
270,2022-05,expense,1267
270,2022-05,wage,4556
271,2022-05,expense,1477
271,2022-05,wage,4230
272,2022-05,expense,2140
272,2022-05,wage,3094
273,2022-05,expense,1754
273,2022-05,wage,2173
274,2022-05,expense,1691
274,2022-05,wage,2799
275,2022-05,expense,1123
275,2022-05,wage,4535
276,2022-05,expense,1407
276,2022-05,wage,7456
277,2022-05,expense,2065
277,2022-05,wage,2551
278,2022-05,expense,1415
278,2022-05,wage,7180
280,2022-05,expense,1425
280,2022-05,wage,7187
281,2022-05,expense,1484
281,2022-05,wage,4072
282,2022-05,expense,1340
282,2022-05,wage,4409
283,2022-05,expense,2300
283,2022-05,wage,6030
284,2022-05,expense,1396
284,2022-05,wage,1923
286,2022-05,expense,1551
286,2022-05,wage,3959
287,2022-05,expense,1583
287,2022-05,wage,3748
289,2022-05,expense,1891
289,2022-05,wage,6093
290,2022-05,expense,1389
290,2022-05,wage,9396
291,2022-05,expense,1640
291,2022-05,wage,2647
292,2022-05,expense,1735
292,2022-05,wage,2813
293,2022-05,expense,1495
293,2022-05,wage,4375
294,2022-05,expense,1631
294,2022-05,wage,2011
295,2022-05,expense,1733
295,2022-05,wage,7986
296,2022-05,expense,1656
296,2022-05,wage,7655
297,2022-05,expense,972
297,2022-05,wage,4332
299,2022-05,expense,1457
299,2022-05,wage,3697
300,2022-05,expense,1320
300,2022-05,wage,4293
302,2022-05,expense,1236
302,2022-05,wage,4314
303,2022-05,expense,1833
303,2022-05,wage,7360
304,2022-05,expense,1215
304,2022-05,wage,4313
305,2022-05,expense,1940
305,2022-05,wage,3703
306,2022-05,expense,1259
306,2022-05,wage,4244
307,2022-05,expense,1740
307,2022-05,wage,2530
308,2022-05,expense,1325
308,2022-05,wage,4231
309,2022-05,expense,1830
309,2022-05,wage,4230
310,2022-05,expense,1423
310,2022-05,wage,3952
311,2022-05,expense,1539
311,2022-05,wage,2192
312,2022-05,expense,1270
312,2022-05,wage,4091
313,2022-05,expense,1053
313,2022-05,wage,2787
314,2022-05,expense,1768
314,2022-05,wage,3635
315,2022-05,expense,1297
315,2022-05,wage,8250
316,2022-05,expense,1340
316,2022-05,wage,3988
317,2022-05,expense,1392
317,2022-05,wage,2641
318,2022-05,expense,1528
318,2022-05,wage,3582
319,2022-05,expense,1341
319,2022-05,wage,2569
320,2022-05,expense,1519
320,2022-05,wage,6424
321,2022-05,expense,2476
321,2022-05,wage,4885
322,2022-05,expense,1712
322,2022-05,wage,3361
323,2022-05,expense,2494
323,2022-05,wage,6219
324,2022-05,expense,1591
324,2022-05,wage,3958
325,2022-05,expense,1497
325,2022-05,wage,3512
326,2022-05,expense,1647
326,2022-05,wage,6173
327,2022-05,expense,1131
327,2022-05,wage,3996
328,2022-05,expense,1367
328,2022-05,wage,2483
329,2022-05,expense,1018
329,2022-05,wage,7142
330,2022-05,expense,1710
330,2022-05,wage,3040
331,2022-05,expense,1339
331,2022-05,wage,6754
332,2022-05,expense,1415
332,2022-05,wage,7055
333,2022-05,expense,1179
333,2022-05,wage,6931
334,2022-05,expense,1168
334,2022-05,wage,6782
335,2022-05,expense,1203
335,2022-05,wage,8119
336,2022-05,expense,1544
336,2022-05,wage,6189
337,2022-05,expense,1316
337,2022-05,wage,8075
338,2022-05,expense,1611
338,2022-05,wage,2221
339,2022-05,expense,1233
339,2022-05,wage,6760
340,2022-05,expense,1445
340,2022-05,wage,7947
341,2022-05,expense,1415
341,2022-05,wage,3856
342,2022-05,expense,1482
342,2022-05,wage,3458
343,2022-05,expense,1139
343,2022-05,wage,6162
344,2022-05,expense,1139
344,2022-05,wage,3815
345,2022-05,expense,1388
345,2022-05,wage,6019
347,2022-05,expense,1281
347,2022-05,wage,6503
348,2022-05,expense,1650
348,2022-05,wage,3388
349,2022-05,expense,1327
349,2022-05,wage,3466
350,2022-05,expense,1656
350,2022-05,wage,6030
351,2022-05,expense,1283
351,2022-05,wage,6136
353,2022-05,expense,1393
353,2022-05,wage,2444
354,2022-05,expense,1296
354,2022-05,wage,2700
355,2022-05,expense,2121
355,2022-05,wage,5523
357,2022-05,expense,1369
357,2022-05,wage,5919
358,2022-05,expense,2008
358,2022-05,wage,2403
359,2022-05,expense,1877
359,2022-05,wage,2380
360,2022-05,expense,1606
360,2022-05,wage,3357
361,2022-05,expense,1350
361,2022-05,wage,2550
362,2022-05,expense,1883
362,2022-05,wage,2968
363,2022-05,expense,1321
363,2022-05,wage,5539
364,2022-05,expense,1078
364,2022-05,wage,3837
365,2022-05,expense,1578
365,2022-05,wage,2339
366,2022-05,expense,1275
366,2022-05,wage,3793
367,2022-05,expense,1280
367,2022-05,wage,3781
368,2022-05,expense,1075
368,2022-05,wage,7911
369,2022-05,expense,1178
369,2022-05,wage,3768
370,2022-05,expense,2059
370,2022-05,wage,5145
371,2022-05,expense,1630
371,2022-05,wage,3230
372,2022-05,expense,1866
372,2022-05,wage,3320
373,2022-05,expense,1725
373,2022-05,wage,4278
374,2022-05,expense,1594
374,2022-05,wage,2451
375,2022-05,expense,1586
375,2022-05,wage,3684
376,2022-05,expense,1599
376,2022-05,wage,3674
377,2022-05,expense,1049
377,2022-05,wage,7772
378,2022-05,expense,2088
378,2022-05,wage,2881
379,2022-05,expense,1005
379,2022-05,wage,3670
381,2022-05,expense,1798
381,2022-05,wage,3087
385,2022-05,expense,1733
385,2022-05,wage,3047
386,2022-05,expense,1609
386,2022-05,wage,5459
387,2022-05,expense,1440
387,2022-05,wage,3035
388,2022-05,expense,1996
388,2022-05,wage,4280
389,2022-05,expense,1388
389,2022-05,wage,4888
390,2022-05,expense,2012
390,2022-05,wage,3188
391,2022-05,expense,1159
391,2022-05,wage,2543
393,2022-05,expense,1607
393,2022-05,wage,2787
394,2022-05,expense,1534
394,2022-05,wage,3024
395,2022-05,expense,1973
395,2022-05,wage,3736
396,2022-05,expense,1479
396,2022-05,wage,5605
397,2022-05,expense,1588
397,2022-05,wage,3044
398,2022-05,expense,2022
398,2022-05,wage,3818
399,2022-05,expense,1436
399,2022-05,wage,3632
400,2022-05,expense,1982
400,2022-05,wage,3003
401,2022-05,expense,1344
401,2022-05,wage,3611
402,2022-05,expense,1630
402,2022-05,wage,2020
403,2022-05,expense,1685
403,2022-05,wage,3346
404,2022-05,expense,1234
404,2022-05,wage,2434
405,2022-05,expense,1710
405,2022-05,wage,3011
408,2022-05,expense,1892
408,2022-05,wage,2531
409,2022-05,expense,1658
409,2022-05,wage,4448
410,2022-05,expense,1400
410,2022-05,wage,3630
411,2022-05,expense,1727
411,2022-05,wage,3000
412,2022-05,expense,1523
412,2022-05,wage,2053
413,2022-05,expense,1365
413,2022-05,wage,7575
414,2022-05,expense,1483
414,2022-05,wage,3588
415,2022-05,expense,1261
415,2022-05,wage,3596
416,2022-05,expense,1443
416,2022-05,wage,5587
417,2022-05,expense,1815
417,2022-05,wage,2598
418,2022-05,expense,1604
418,2022-05,wage,2951
419,2022-05,expense,1704
419,2022-05,wage,2417
420,2022-05,expense,668
420,2022-05,wage,3549
421,2022-05,expense,988
421,2022-05,wage,5492
422,2022-05,expense,1223
422,2022-05,wage,4115
423,2022-05,expense,667
423,2022-05,wage,3543
424,2022-05,expense,1450
424,2022-05,wage,1760
425,2022-05,expense,958
425,2022-05,wage,2966
426,2022-05,expense,1037
426,2022-05,wage,3732
427,2022-05,expense,1507
427,2022-05,wage,4554
428,2022-05,expense,673
428,2022-05,wage,3528
429,2022-05,expense,967
429,2022-05,wage,7438
430,2022-05,expense,1701
430,2022-05,wage,2326
431,2022-05,expense,1116
431,2022-05,wage,2908
432,2022-05,expense,1247
432,2022-05,wage,2207
433,2022-05,expense,643
433,2022-05,wage,6188
434,2022-05,expense,1121
434,2022-05,wage,5297
435,2022-05,expense,1800
435,2022-05,wage,1840
436,2022-05,expense,1416
436,2022-05,wage,1760
437,2022-05,expense,1409
437,2022-05,wage,2998
438,2022-05,expense,1303
438,2022-05,wage,3629
439,2022-05,expense,1880
439,2022-05,wage,2495
440,2022-05,expense,934
440,2022-05,wage,3552
441,2022-05,expense,1979
441,2022-05,wage,1760
442,2022-05,expense,1103
442,2022-05,wage,4906
